"","id","Datum","Warengruppe","Umsatz","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","KielerWoche","Datum.Feiertag","Ferien"
"3761",1310313,2013-10-31,3,131.888004220895,5,11.1625,13,21,NA,NA,NA
"3762",1311013,2013-11-01,3,131.595462324601,8,10.625,9,63,NA,NA,NA
"3763",1311023,2013-11-02,3,196.1559913362,8,8.8875,3,63,NA,NA,NA
"3764",1311033,2013-11-03,3,170.032963538546,6,10.7,15,21,NA,NA,NA
"3765",1311043,2013-11-04,3,127.268329765293,7,6.8375,7,63,NA,NA,NA
"3766",1311053,2013-11-05,3,103.887044199963,4,8.9,12,61,NA,NA,NA
"3767",1311063,2013-11-06,3,79.0889861643745,4,8.1375,12,63,NA,NA,NA
"3768",1311073,2013-11-07,3,122.745430561521,6,9.5,10,61,NA,NA,NA
"3769",1311083,2013-11-08,3,101.771889831401,3,9.325,9,NA,NA,NA,NA
"3770",1311093,2013-11-09,3,136.287645125254,5,7.7,16,63,NA,NA,NA
"3771",1311103,2013-11-10,3,190.963900511964,2,6.9875,12,63,NA,NA,NA
"3772",1311113,2013-11-11,3,120.162641671644,2,8.3125,5,NA,NA,NA,NA
"3773",1311123,2013-11-12,3,107.253206740507,7,5.9375,9,61,NA,NA,NA
"3774",1311133,2013-11-13,3,119.867748504171,1,8.8,12,0,NA,NA,NA
"3775",1311143,2013-11-14,3,69.8361305530764,5,6.9375,9,21,NA,NA,NA
"3776",1311153,2013-11-15,3,93.6794869368266,7,6.45,6,21,NA,NA,NA
"3777",1311163,2013-11-16,3,137.151643129665,8,8.875,12,NA,NA,NA,NA
"3778",1311173,2013-11-17,3,219.230607681238,2,8.8875,8,0,NA,NA,NA
"3779",1311183,2013-11-18,3,91.0125010507372,7,6.65,5,63,NA,NA,NA
"3780",1311193,2013-11-19,3,82.9422221901555,8,5.8375,8,61,NA,NA,NA
"3781",1311203,2013-11-20,3,97.7892812341537,6,3.85,6,NA,NA,NA,NA
"3782",1311213,2013-11-21,3,101.903925231963,2,3.275,8,10,NA,NA,NA
"3783",1311223,2013-11-22,3,93.0736046522105,7,5.375,10,21,NA,NA,NA
"3784",1311233,2013-11-23,3,174.47896691478,3,4.9125,6,NA,NA,NA,NA
"3785",1311243,2013-11-24,3,256.642590494745,0,4.6,16,NA,NA,NA,NA
"3786",1311253,2013-11-25,3,73.4033326848311,0,3.7,10,NA,NA,NA,NA
"3787",1311263,2013-11-26,3,102.058774564762,2,2.3125,6,NA,NA,NA,NA
"3788",1311273,2013-11-27,3,73.1540919998792,8,7.3125,12,61,NA,NA,NA
"3789",1311283,2013-11-28,3,111.25498488686,2,8.025,18,NA,NA,NA,NA
"3790",1311293,2013-11-29,3,98.1353983496204,8,5.9875,11,63,NA,NA,NA
"3791",1311303,2013-11-30,3,113.559536109209,7,5.525,10,20,NA,NA,NA
"3792",1312013,2013-12-01,3,192.108648794295,5,8.6625,20,61,NA,NA,NA
"3793",1312023,2013-12-02,3,112.729510161019,0,3.0625,4,10,NA,NA,NA
"3794",1312033,2013-12-03,3,112.863485924238,8,1.7125,6,28,NA,NA,NA
"3795",1312043,2013-12-04,3,118.598952445714,7,5.85,11,63,NA,NA,NA
"3796",1312053,2013-12-05,3,114.608744793432,7,4.4625,24,63,NA,NA,NA
"3797",1312063,2013-12-06,3,72.7803476565256,6,1.7875,25,73,NA,NA,NA
"3798",1312073,2013-12-07,3,116.79937370528,5,1,11,22,NA,NA,NA
"3799",1312083,2013-12-08,3,169.017349331006,8,6.975,16,63,NA,NA,NA
"3800",1312093,2013-12-09,3,104.226092074174,7,9.2375,10,45,NA,NA,NA
"3801",1312103,2013-12-10,3,112.124568350855,7,7.1875,8,61,NA,NA,NA
"3802",1312113,2013-12-11,3,76.939456885603,7,5.025,9,10,NA,NA,NA
"3803",1312123,2013-12-12,3,99.2007093905854,8,2.525,8,28,NA,NA,NA
"3804",1312133,2013-12-13,3,66.2056003249106,7,3.5375,6,61,NA,NA,NA
"3805",1312143,2013-12-14,3,103.130500344652,7,3.0125,7,61,NA,NA,NA
"3806",1312153,2013-12-15,3,188.326403909678,8,7.925,12,61,NA,NA,NA
"3807",1312163,2013-12-16,3,72.9462694852638,8,8.775,12,NA,NA,NA,NA
"3808",1312173,2013-12-17,3,88.8118459700858,8,4.95,8,61,NA,NA,NA
"3809",1312183,2013-12-18,3,78.6704329646384,7,6.85,8,10,NA,NA,NA
"3810",1312193,2013-12-19,3,66.4245588886188,7,7.4,10,63,NA,NA,NA
"3811",1312203,2013-12-20,3,91.3320661013639,7,5.2875,10,61,NA,NA,NA
"3812",1312213,2013-12-21,3,120.97859354729,8,6.5625,13,63,NA,NA,NA
"3813",1312223,2013-12-22,3,145.07834868862,7,8.1375,12,61,NA,NA,NA
"3814",1312233,2013-12-23,3,129.105729760414,3,5.4875,10,NA,NA,NA,"Weihnachtsferien"
"3815",1312243,2013-12-24,3,131.060157748043,7,11.4375,18,61,NA,NA,"Weihnachtsferien"
"3816",1312273,2013-12-27,3,155.11961993256,7,5.7625,15,63,NA,NA,"Weihnachtsferien"
"3817",1312293,2013-12-29,3,186.144873761997,7,5.7125,9,63,NA,NA,"Weihnachtsferien"
"3818",1312303,2013-12-30,3,187.939016759106,4,4.75,11,10,NA,NA,"Weihnachtsferien"
"3819",1312313,2013-12-31,3,192.198716551642,4,5.0375,7,NA,NA,NA,"Weihnachtsferien"
"3820",1401023,2014-01-02,3,142.307970667817,7,6.25,9,63,NA,NA,"Weihnachtsferien"
"3821",1401033,2014-01-03,3,99.6058148024772,7,6.8375,10,63,NA,NA,"Weihnachtsferien"
"3822",1401043,2014-01-04,3,176.104155461342,5,6.9375,11,NA,NA,NA,"Weihnachtsferien"
"3823",1401053,2014-01-05,3,178.657856307418,7,6.1875,11,63,NA,NA,"Weihnachtsferien"
"3824",1401063,2014-01-06,3,96.4413422236739,7,7.9125,11,65,NA,NA,"Weihnachtsferien"
"3825",1401073,2014-01-07,3,112.998810300322,7,10.4375,13,NA,NA,NA,NA
"3826",1401083,2014-01-08,3,110.955888544422,7,8.6375,15,63,NA,NA,NA
"3827",1401093,2014-01-09,3,83.9980788562239,7,9.6125,16,61,NA,NA,NA
"3828",1401103,2014-01-10,3,95.5815560630447,7,6.6375,17,61,NA,NA,NA
"3829",1401113,2014-01-11,3,135.297629284998,7,5.5875,18,63,NA,NA,NA
"3830",1401123,2014-01-12,3,219.451253434072,2,5.525,16,21,NA,NA,NA
"3831",1401133,2014-01-13,3,91.9494027091745,8,3.1375,10,69,NA,NA,NA
"3832",1401143,2014-01-14,3,122.777586804221,6,4.225,6,28,NA,NA,NA
"3833",1401153,2014-01-15,3,87.3664607700347,7,3.228571,7,28,NA,NA,NA
"3834",1401163,2014-01-16,3,96.8634711145641,8,2.7375,9,63,NA,NA,NA
"3835",1401173,2014-01-17,3,104.953877469258,7,6.7375,4,61,NA,NA,NA
"3836",1401183,2014-01-18,3,120.949485978232,7,5.8875,8,61,NA,NA,NA
"3837",1401193,2014-01-19,3,201.951819155127,7,2.8625,19,10,NA,NA,NA
"3838",1401203,2014-01-20,3,113.234752934943,8,0.3875,13,61,NA,NA,NA
"3839",1401213,2014-01-21,3,77.5553536704606,7,-0.65,7,77,NA,NA,NA
"3840",1401223,2014-01-22,3,92.2641863752576,8,-3.1125,14,22,NA,NA,NA
"3841",1401233,2014-01-23,3,81.1028349597974,8,-3.1875,11,22,NA,NA,NA
"3842",1401243,2014-01-24,3,107.52760671402,2,-5.1625,13,10,NA,NA,NA
"3843",1401253,2014-01-25,3,126.527150265602,5,-7.0375,8,NA,NA,NA,NA
"3844",1401263,2014-01-26,3,180.142333235844,1,-8.475,10,10,NA,NA,NA
"3845",1401273,2014-01-27,3,75.4459859682384,5,0.7,9,69,NA,NA,NA
"3846",1401283,2014-01-28,3,75.4229619299912,7,-0.2625,10,10,NA,NA,NA
"3847",1401293,2014-01-29,3,68.1785483682205,7,-5.05,13,77,NA,NA,NA
"3848",1401303,2014-01-30,3,79.5836968191726,7,-4.4875,8,77,NA,NA,NA
"3849",1401313,2014-01-31,3,100.011817875289,8,-3.6875,7,10,NA,NA,NA
"3850",1402013,2014-02-01,3,114.429951891346,7,3.225,10,63,NA,NA,NA
"3851",1402023,2014-02-02,3,227.15592477005,0,5.4875,8,NA,NA,NA,NA
"3852",1402033,2014-02-03,3,90.3029340308988,1,3.475,8,10,NA,NA,NA
"3853",1402043,2014-02-04,3,101.092269728102,5,3.925,6,10,NA,NA,NA
"3854",1402053,2014-02-05,3,100.257337241581,4,3.675,8,10,NA,NA,NA
"3855",1402063,2014-02-06,3,91.6727617273963,7,7.875,11,20,NA,NA,NA
"3856",1402073,2014-02-07,3,76.9602993993158,7,8.475,15,63,NA,NA,NA
"3857",1402083,2014-02-08,3,149.955802485993,7,6.2875,12,61,NA,NA,NA
"3858",1402093,2014-02-09,3,160.76179807863,5,6.7125,15,63,NA,NA,NA
"3859",1402103,2014-02-10,3,109.588423918544,2,6.6375,9,NA,NA,NA,NA
"3860",1402113,2014-02-11,3,73.9886604663427,7,4.925,12,61,NA,NA,NA
"3861",1402123,2014-02-12,3,66.7127828373738,4,6.1,13,10,NA,NA,NA
"3862",1402133,2014-02-13,3,93.0362856795219,5,7.45,13,NA,NA,NA,NA
"3863",1402143,2014-02-14,3,94.3020113828986,5,5.2125,9,10,NA,NA,NA
"3864",1402153,2014-02-15,3,130.363632393015,5,11.5,15,NA,NA,NA,NA
"3865",1402163,2014-02-16,3,177.142498376336,7,6.0625,17,63,NA,NA,NA
"3866",1402173,2014-02-17,3,102.644597942537,0,6.6875,9,NA,NA,NA,NA
"3867",1402183,2014-02-18,3,100.927275343868,7,7.8,8,10,NA,NA,NA
"3868",1402193,2014-02-19,3,70.6249007434564,7,6.325,8,61,NA,NA,NA
"3869",1402203,2014-02-20,3,122.10498999886,6,9.1,11,10,NA,NA,NA
"3870",1402213,2014-02-21,3,108.854131975822,7,7.5125,11,61,NA,NA,NA
"3871",1402223,2014-02-22,3,138.609213789689,7,5.925,11,21,NA,NA,NA
"3872",1402233,2014-02-23,3,193.554471815095,1,8.625,12,NA,NA,NA,NA
"3873",1402243,2014-02-24,3,108.430124488258,1,9.4125,11,NA,NA,NA,NA
"3874",1402253,2014-02-25,3,108.939498064625,1,10.475,7,NA,NA,NA,NA
"3875",1402263,2014-02-26,3,128.531264986325,5,10.1875,8,NA,NA,NA,NA
"3876",1402273,2014-02-27,3,124.046174688955,1,8.8875,7,10,NA,NA,NA
"3877",1402283,2014-02-28,3,126.336309548451,7,6.1875,6,61,NA,NA,NA
"3878",1403013,2014-03-01,3,198.690224507104,2,5.075,9,10,NA,NA,NA
"3879",1403023,2014-03-02,3,216.454079253849,6,6.5625,9,10,NA,NA,NA
"3880",1403033,2014-03-03,3,135.701798900913,0,9.1875,10,5,NA,NA,NA
"3881",1403043,2014-03-04,3,121.592712107845,7,6.6875,7,10,NA,NA,NA
"3882",1403053,2014-03-05,3,118.308239334894,7,4.6875,7,28,NA,NA,NA
"3883",1403063,2014-03-06,3,110.011978248391,3,8.925,9,10,NA,NA,NA
"3884",1403073,2014-03-07,3,120.373696996274,6,11.275,10,5,NA,NA,NA
"3885",1403083,2014-03-08,3,188.514875432772,0,9.9375,6,NA,NA,NA,NA
"3886",1403093,2014-03-09,3,200.515094351829,0,16.4,9,NA,NA,NA,NA
"3887",1403103,2014-03-10,3,112.794099599255,0,15.8,9,NA,NA,NA,NA
"3888",1403113,2014-03-11,3,118.436643402473,0,7.85,9,NA,NA,NA,NA
"3889",1403123,2014-03-12,3,116.929079432661,0,10.2125,8,0,NA,NA,NA
"3890",1403133,2014-03-13,3,112.905736442376,0,13.375,10,NA,NA,NA,NA
"3891",1403143,2014-03-14,3,124.458118600583,1,9.6125,10,NA,NA,NA,NA
"3892",1403153,2014-03-15,3,193.490537174953,4,9.0375,27,NA,NA,NA,NA
"3893",1403163,2014-03-16,3,111.822263295225,7,9.3375,24,61,NA,NA,NA
"3894",1403173,2014-03-17,3,124.597166174611,7,9.5875,18,61,NA,NA,NA
"3895",1403183,2014-03-18,3,101.817031593089,7,9.6875,16,21,NA,NA,NA
"3896",1403193,2014-03-19,3,123.100077090268,7,9.45,18,61,NA,NA,NA
"3897",1403203,2014-03-20,3,134.121055636733,0,16.2625,13,NA,NA,NA,NA
"3898",1403213,2014-03-21,3,116.384010751598,7,6.8875,14,63,NA,NA,NA
"3899",1403223,2014-03-22,3,219.403158616365,5,8.85,11,63,NA,NA,NA
"3900",1403233,2014-03-23,3,161.390262011678,4,8.3625,10,NA,NA,NA,NA
"3901",1403243,2014-03-24,3,136.254540386182,3,7.5625,7,NA,NA,NA,NA
"3902",1403253,2014-03-25,3,101.627143801847,2,7.725,10,21,NA,NA,NA
"3903",1403263,2014-03-26,3,102.514588286972,5,7.85,11,21,NA,NA,NA
"3904",1403273,2014-03-27,3,106.499230569624,6,5.1,12,NA,NA,NA,NA
"3905",1403283,2014-03-28,3,132.839281058574,8,5.4,12,10,NA,NA,NA
"3906",1403293,2014-03-29,3,197.333675027563,3,9.375,8,10,NA,NA,NA
"3907",1403303,2014-03-30,3,158.401753894457,0,11.2625,8,28,NA,NA,NA
"3908",1403313,2014-03-31,3,122.158056434949,7,7.4375,4,45,NA,NA,NA
"3909",1404013,2014-04-01,3,136.757939715278,8,5.7625,13,10,NA,NA,NA
"3910",1404023,2014-04-02,3,122.274399264469,2,12.45,8,10,NA,NA,NA
"3911",1404033,2014-04-03,3,134.055860641411,3,7.6125,15,10,NA,NA,NA
"3912",1404043,2014-04-04,3,115.557770684235,6,6.45,15,0,NA,NA,NA
"3913",1404053,2014-04-05,3,192.693454800978,8,9.825,5,61,NA,NA,NA
"3914",1404063,2014-04-06,3,179.59924292824,7,12.1875,8,63,NA,NA,NA
"3915",1404073,2014-04-07,3,177.997097273513,7,15.7875,10,63,NA,NA,NA
"3916",1404083,2014-04-08,3,147.639998607765,7,9.8125,19,61,NA,NA,NA
"3917",1404093,2014-04-09,3,162.758801105285,7,10.1875,20,21,NA,NA,NA
"3918",1404103,2014-04-10,3,139.443674153022,7,9.75,4,NA,NA,NA,NA
"3919",1404113,2014-04-11,3,141.685913469588,6,12.0625,10,NA,NA,NA,NA
"3920",1404123,2014-04-12,3,241.849822382462,4,11.2,12,0,NA,NA,NA
"3921",1404133,2014-04-13,3,198.033088214577,6,11.0125,21,NA,NA,NA,NA
"3922",1404143,2014-04-14,3,156.105982266937,5,8.9,23,61,NA,NA,NA
"3923",1404153,2014-04-15,3,190.120642033098,0,9.9125,15,NA,NA,NA,NA
"3924",1404163,2014-04-16,3,198.969950489909,0,11.3625,9,NA,NA,NA,"Osterferien"
"3925",1404173,2014-04-17,3,214.383480919186,5,14.4,14,NA,NA,NA,"Osterferien"
"3926",1404193,2014-04-19,3,273.491937842767,1,11.125,13,5,NA,NA,"Osterferien"
"3927",1404203,2014-04-20,3,274.182299457511,0,13.875,15,5,NA,NA,"Osterferien"
"3928",1404213,2014-04-21,3,298.187238978591,4,13.425,15,0,NA,NA,"Osterferien"
"3929",1404223,2014-04-22,3,182.98384854032,3,15.45,10,10,NA,NA,"Osterferien"
"3930",1404233,2014-04-23,3,183.539691874899,8,9.825,11,21,NA,NA,"Osterferien"
"3931",1404243,2014-04-24,3,167.084247067964,8,9.175,11,NA,NA,NA,"Osterferien"
"3932",1404253,2014-04-25,3,166.559313065076,0,13.5625,12,NA,NA,NA,"Osterferien"
"3933",1404263,2014-04-26,3,199.626205406704,0,15.45,11,NA,NA,NA,"Osterferien"
"3934",1404273,2014-04-27,3,195.501610348286,0,16.225,16,NA,NA,NA,"Osterferien"
"3935",1404283,2014-04-28,3,134.855002124095,0,15.8875,11,NA,NA,NA,"Osterferien"
"3936",1404293,2014-04-29,3,152.025502640473,0,18.0875,8,0,NA,NA,"Osterferien"
"3937",1404303,2014-04-30,3,154.434645162314,3,18,8,NA,NA,NA,"Osterferien"
"3938",1405023,2014-05-02,3,183.845898367796,6,10.225,13,NA,NA,NA,"Osterferien"
"3939",1405053,2014-05-05,3,565.941679350249,8,10.7125,6,21,NA,NA,NA
"3940",1405063,2014-05-06,3,113.629663759254,7,15.775,9,NA,NA,NA,NA
"3941",1405073,2014-05-07,3,91.0872706951132,4,14.2125,15,65,NA,NA,NA
"3942",1405083,2014-05-08,3,123.776673695357,7,12.45,10,63,NA,NA,NA
"3943",1405093,2014-05-09,3,145.894157572286,6,12.3875,10,61,NA,NA,NA
"3944",1405103,2014-05-10,3,166.329341490019,7,13.275,12,61,NA,NA,NA
"3945",1405113,2014-05-11,3,160.191203395938,7,11.5625,12,63,NA,NA,NA
"3946",1405123,2014-05-12,3,123.83551731917,7,12.7,14,63,NA,NA,NA
"3947",1405133,2014-05-13,3,118.976012937567,7,11.5625,15,21,NA,NA,NA
"3948",1405143,2014-05-14,3,127.483930182396,7,11.5625,16,NA,NA,NA,NA
"3949",1405153,2014-05-15,3,124.638931817625,2,13.7875,8,NA,NA,NA,NA
"3950",1405163,2014-05-16,3,161.947276175832,5,13.8875,9,NA,NA,NA,NA
"3951",1405173,2014-05-17,3,225.148891508595,0,16.625,8,0,NA,NA,NA
"3952",1405183,2014-05-18,3,209.615126303356,4,16.5125,13,NA,NA,NA,NA
"3953",1405193,2014-05-19,3,132.991806725831,6,13.7625,8,61,NA,NA,NA
"3954",1405203,2014-05-20,3,142.282852833497,0,20.725,12,NA,NA,NA,NA
"3955",1405213,2014-05-21,3,134.107923627317,2,26.8625,8,NA,NA,NA,NA
"3956",1405223,2014-05-22,3,105.985885216141,0,26.375,8,NA,NA,NA,NA
"3957",1405233,2014-05-23,3,157.533819763355,7,18.0125,12,65,NA,NA,NA
"3958",1405243,2014-05-24,3,196.118993968548,2,17.9625,8,NA,NA,NA,NA
"3959",1405253,2014-05-25,3,216.640710498117,2,20.4625,11,NA,NA,NA,NA
"3960",1405263,2014-05-26,3,138.556265702698,0,19.9625,13,NA,NA,NA,NA
"3961",1405273,2014-05-27,3,142.345521877251,7,12.8875,21,21,NA,NA,NA
"3962",1405283,2014-05-28,3,196.534929868791,7,10.2,22,21,NA,NA,NA
"3963",1405293,2014-05-29,3,254.295074075867,4,12.7,14,NA,NA,NA,NA
"3964",1405303,2014-05-30,3,264.036588750834,0,17.9625,13,NA,NA,NA,"Pfingsten"
"3965",1405313,2014-05-31,3,292.141593675945,3,15.9125,15,NA,NA,NA,NA
"3966",1406013,2014-06-01,3,238.147667385848,7,13.825,6,21,NA,NA,NA
"3967",1406023,2014-06-02,3,142.068446650007,0,17.625,9,NA,NA,NA,NA
"3968",1406033,2014-06-03,3,161.471394704895,1,20,9,NA,NA,NA,NA
"3969",1406043,2014-06-04,3,140.565721107956,1,21.4875,14,NA,NA,NA,NA
"3970",1406053,2014-06-05,3,151.313296014942,5,15.0375,18,65,NA,NA,NA
"3971",1406063,2014-06-06,3,169.4728348911,3,19.3125,12,NA,NA,NA,NA
"3972",1406073,2014-06-07,3,294.192956500557,0,17.9625,8,NA,NA,NA,NA
"3973",1406083,2014-06-08,3,280.533351180996,6,22.1,12,21,NA,NA,NA
"3974",1406093,2014-06-09,3,304.46367931484,0,20.6625,10,NA,NA,NA,NA
"3975",1406103,2014-06-10,3,171.161365845674,1,25.7875,9,NA,NA,NA,NA
"3976",1406113,2014-06-11,3,178.135623154436,7,20.5,8,61,NA,NA,NA
"3977",1406123,2014-06-12,3,169.739600653923,4,19.55,12,NA,NA,NA,NA
"3978",1406133,2014-06-13,3,193.49931955084,7,17.45,18,21,NA,NA,NA
"3979",1406143,2014-06-14,3,226.966709069792,1,18.9125,13,NA,NA,NA,NA
"3980",1406153,2014-06-15,3,241.106204197457,0,19.275,8,NA,NA,NA,NA
"3981",1406163,2014-06-16,3,172.158776127598,6,18.3125,10,0,NA,NA,NA
"3982",1406173,2014-06-17,3,157.995568575297,1,20.375,7,NA,NA,NA,NA
"3983",1406183,2014-06-18,3,153.068714255789,3,19.3,13,NA,NA,NA,NA
"3984",1406193,2014-06-19,3,142.515967193978,7,15.2875,19,21,NA,NA,NA
"3985",1406203,2014-06-20,3,196.162148829113,7,15.9875,16,NA,NA,NA,NA
"3986",1406213,2014-06-21,3,266.758833683806,6,15.5125,18,61,1,NA,NA
"3987",1406223,2014-06-22,3,256.961787120751,5,15.7,19,NA,1,NA,NA
"3988",1406233,2014-06-23,3,190.742545388738,4,16.5,17,NA,1,NA,NA
"3989",1406243,2014-06-24,3,193.611313869673,7,14.3625,7,21,1,NA,NA
"3990",1406253,2014-06-25,3,177.06025159912,0,18.4375,10,NA,1,NA,NA
"3991",1406263,2014-06-26,3,231.944214454895,6,17.575,8,63,1,NA,NA
"3992",1406273,2014-06-27,3,232.1659297551,4,20.1625,7,95,1,NA,NA
"3993",1406283,2014-06-28,3,396.51241111032,6,16.9625,6,95,1,NA,NA
"3994",1406293,2014-06-29,3,288.960776618001,7,17.3125,8,61,1,NA,NA
"3995",1406303,2014-06-30,3,199.516734222146,3,18.3375,12,NA,NA,NA,NA
"3996",1407013,2014-07-01,3,166.483219456976,6,15.6875,14,61,NA,NA,NA
"3997",1407023,2014-07-02,3,221.64426829774,6,17.1125,15,NA,NA,NA,NA
"3998",1407033,2014-07-03,3,153.536797218509,7,20.4,9,NA,NA,NA,NA
"3999",1407043,2014-07-04,3,173.627443141051,0,26.9375,10,NA,NA,NA,NA
"4000",1407053,2014-07-05,3,264.250346671558,6,24.5875,10,65,NA,NA,NA
"4001",1407063,2014-07-06,3,233.465594390411,5,25.2375,6,NA,NA,NA,NA
"4002",1407073,2014-07-07,3,178.249125100998,5,20.8,10,NA,NA,NA,NA
"4003",1407083,2014-07-08,3,168.649860088863,7,19.6,15,63,NA,NA,NA
"4004",1407093,2014-07-09,3,228.11907513824,0,24.65,24,5,NA,NA,NA
"4005",1407103,2014-07-10,3,223.619119116075,0,24.757142,18,0,NA,NA,NA
"4006",1407113,2014-07-11,3,247.381838869973,1,22.9375,18,NA,NA,NA,NA
"4007",1407123,2014-07-12,3,320.066241689833,0,20.375,12,NA,NA,NA,NA
"4008",1407133,2014-07-13,3,273.940757145142,7,18.6,10,61,NA,NA,NA
"4009",1407143,2014-07-14,3,253.553728025097,7,19.45,15,63,NA,NA,"Sommerferien"
"4010",1407153,2014-07-15,3,264.734551298798,6,22.2625,9,NA,NA,NA,"Sommerferien"
"4011",1407163,2014-07-16,3,293.549360397151,6,19.4125,7,NA,NA,NA,"Sommerferien"
"4012",1407173,2014-07-17,3,279.755391379459,4,22.7625,7,NA,NA,NA,"Sommerferien"
"4013",1407183,2014-07-18,3,320.693452457975,1,26.05,10,NA,NA,NA,"Sommerferien"
"4014",1407193,2014-07-19,3,366.459562323487,0,28.0625,13,NA,NA,NA,"Sommerferien"
"4015",1407203,2014-07-20,3,339.902049984209,3,24.3125,15,NA,NA,NA,"Sommerferien"
"4016",1407213,2014-07-21,3,229.035975623008,0,23.4875,19,5,NA,NA,"Sommerferien"
"4017",1407223,2014-07-22,3,242.55244395064,0,24.9875,14,NA,NA,NA,"Sommerferien"
"4018",1407233,2014-07-23,3,287.633615174458,0,25,14,NA,NA,NA,"Sommerferien"
"4019",1407243,2014-07-24,3,299.289482451215,0,24.8375,11,NA,NA,NA,"Sommerferien"
"4020",1407253,2014-07-25,3,272.241080478593,0,26.325,18,NA,NA,NA,"Sommerferien"
"4021",1407263,2014-07-26,3,325.575890999292,6,22.375,10,21,NA,NA,"Sommerferien"
"4022",1407273,2014-07-27,3,336.702952875535,3,25.55,12,21,NA,NA,"Sommerferien"
"4023",1407283,2014-07-28,3,288.502420604966,0,24.7625,7,NA,NA,NA,"Sommerferien"
"4024",1407293,2014-07-29,3,287.894788588307,0,25.35,10,NA,NA,NA,"Sommerferien"
"4025",1407303,2014-07-30,3,322.875881063173,6,22.925,12,NA,NA,NA,"Sommerferien"
"4026",1407313,2014-07-31,3,309.079343268278,3,22.4375,12,21,NA,NA,"Sommerferien"
"4027",1408013,2014-08-01,3,319.500774930285,1,26.725,8,NA,NA,NA,"Sommerferien"
"4028",1408023,2014-08-02,3,371.317889627818,2,26.0875,12,NA,NA,NA,"Sommerferien"
"4029",1408033,2014-08-03,3,343.43792282254,5,23.0875,9,63,NA,NA,"Sommerferien"
"4030",1408043,2014-08-04,3,297.367760654552,6,22.5125,8,NA,NA,NA,"Sommerferien"
"4031",1408053,2014-08-05,3,368.177763746686,5,23.0875,10,NA,NA,NA,"Sommerferien"
"4032",1408063,2014-08-06,3,445.601241556296,0,22.825,10,NA,NA,NA,"Sommerferien"
"4033",1408073,2014-08-07,3,369.463319760391,7,20.3125,6,61,NA,NA,"Sommerferien"
"4034",1408083,2014-08-08,3,403.367070559787,3,22.725,8,NA,NA,NA,"Sommerferien"
"4035",1408093,2014-08-09,3,421.552973897958,6,20.1,17,61,NA,NA,"Sommerferien"
"4036",1408103,2014-08-10,3,361.157964082022,6,23.1,12,NA,NA,NA,"Sommerferien"
"4037",1408113,2014-08-11,3,333.672393288692,4,20.075,13,21,NA,NA,"Sommerferien"
"4038",1408123,2014-08-12,3,358.729401264242,5,16.9125,12,95,NA,NA,"Sommerferien"
"4039",1408133,2014-08-13,3,333.616342702918,2,20.9375,10,NA,NA,NA,"Sommerferien"
"4040",1408143,2014-08-14,3,339.910400493007,7,18.05,10,65,NA,NA,"Sommerferien"
"4041",1408153,2014-08-15,3,335.82007347829,6,18.3625,8,61,NA,NA,"Sommerferien"
"4042",1408163,2014-08-16,3,398.439701504847,6,17.2,15,61,NA,NA,"Sommerferien"
"4043",1408183,2014-08-18,3,452.006265844125,6,15.2,15,61,NA,NA,"Sommerferien"
"4044",1408193,2014-08-19,3,292.31803993042,6,14.0875,12,61,NA,NA,"Sommerferien"
"4045",1408203,2014-08-20,3,266.702414649788,5,15.675,17,21,NA,NA,"Sommerferien"
"4046",1408213,2014-08-21,3,328.98244802647,5,16.2625,11,21,NA,NA,"Sommerferien"
"4047",1408223,2014-08-22,3,327.903442796523,7,16.325,12,61,NA,NA,"Sommerferien"
"4048",1408233,2014-08-23,3,436.061018707048,4,15.9875,11,21,NA,NA,"Sommerferien"
"4049",1408243,2014-08-24,3,363.974117037647,3,16.3125,20,21,NA,NA,NA
"4050",1408253,2014-08-25,3,253.32067905636,5,14.7875,13,65,NA,NA,NA
"4051",1408263,2014-08-26,3,212.353122239622,3,17.325,7,NA,NA,NA,NA
"4052",1408273,2014-08-27,3,203.47656887381,1,19.875,9,NA,NA,NA,NA
"4053",1408283,2014-08-28,3,251.865349600569,0,19.75,9,0,NA,NA,NA
"4054",1408293,2014-08-29,3,256.780128275747,5,19.125,12,63,NA,NA,NA
"4055",1408303,2014-08-30,3,295.555330754378,7,17.75,9,61,NA,NA,NA
"4056",1408313,2014-08-31,3,253.800184477715,7,16.375,8,21,NA,NA,NA
"4057",1409013,2014-09-01,3,226.543273328489,7,17.875,12,61,NA,NA,NA
"4058",1409023,2014-09-02,3,240.285480333537,2,18.375,13,NA,NA,NA,NA
"4059",1409033,2014-09-03,3,234.738745605959,2,18.75,13,NA,NA,NA,NA
"4060",1409043,2014-09-04,3,223.143360976669,0,20,15,NA,NA,NA,NA
"4061",1409053,2014-09-05,3,207.795889822214,2,21.375,10,NA,NA,NA,NA
"4062",1409063,2014-09-06,3,250.55328368274,2,24,5,NA,NA,NA,NA
"4063",1409073,2014-09-07,3,268.503120177705,5,20,6,21,NA,NA,NA
"4064",1409083,2014-09-08,3,181.481306520206,4,17.375,12,21,NA,NA,NA
"4065",1409093,2014-09-09,3,194.812556589498,6,17.125,16,63,NA,NA,NA
"4066",1409103,2014-09-10,3,166.415961416606,2,18.625,12,NA,NA,NA,NA
