"","X","id","Datum","Warengruppe","wochentag","jahreszeit","monat","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","KielerWoche","Feiertag","Ferien","Temperatur_labels"
"947",947,1903303,"2019-03-30",3,"Samstag","Frueling",3,1,15.5,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"948",948,1903313,"2019-03-31",3,"Sonntag","Frueling",3,0,7.6625,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"949",949,1904013,"2019-04-01",3,"Montag","Frueling",4,0,8.05,"Wind","Trocken",FALSE,FALSE,FALSE,"kalt"
"950",950,1904023,"2019-04-02",3,"Dienstag","Frueling",4,0,11.685714,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"951",951,1904043,"2019-04-04",3,"Donnerstag","Frueling",4,3,13.3625,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"952",952,1904053,"2019-04-05",3,"Freitag","Frueling",4,2,12.0625,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"953",953,1904063,"2019-04-06",3,"Samstag","Frueling",4,0,12.7625,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"954",954,1904073,"2019-04-07",3,"Sonntag","Frueling",4,0,12.8375,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"955",955,1904083,"2019-04-08",3,"Montag","Frueling",4,1,9.1125,"Wind","Trocken",FALSE,FALSE,TRUE,"kalt"
"956",956,1904093,"2019-04-09",3,"Dienstag","Frueling",4,1,6.6625,"Wind","Trocken",FALSE,FALSE,TRUE,"kalt"
"957",957,1904103,"2019-04-10",3,"Mittwoch","Frueling",4,0,6.275,"Wind","Trocken",FALSE,FALSE,TRUE,"kalt"
"958",958,1904113,"2019-04-11",3,"Donnerstag","Frueling",4,7,5.3375,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"959",959,1904123,"2019-04-12",3,"Freitag","Frueling",4,5,5.2125,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"960",960,1904133,"2019-04-13",3,"Samstag","Frueling",4,7,3.475,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"961",961,1904143,"2019-04-14",3,"Sonntag","Frueling",4,7,5.9375,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"962",962,1904153,"2019-04-15",3,"Montag","Frueling",4,2,7.35,"Wind","Trocken",FALSE,FALSE,TRUE,"kalt"
"963",963,1904163,"2019-04-16",3,"Dienstag","Frueling",4,0,8.4375,"Wind","Trocken",FALSE,FALSE,TRUE,"kalt"
"964",964,1904173,"2019-04-17",3,"Mittwoch","Frueling",4,0,11.6625,"Wind","Trocken",FALSE,FALSE,TRUE,"moderat"
"965",965,1904183,"2019-04-18",3,"Donnerstag","Frueling",4,0,13.0125,"Wind","Trocken",FALSE,FALSE,TRUE,"moderat"
"966",966,1904203,"2019-04-20",3,"Samstag","Frueling",4,0,13.125,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"967",967,1904213,"2019-04-21",3,"Sonntag","Frueling",4,0,16.8125,"Brise","Trocken",FALSE,TRUE,FALSE,"moderat"
"968",968,1904223,"2019-04-22",3,"Montag","Frueling",4,0,15.775,"Wind","Trocken",FALSE,TRUE,FALSE,"moderat"
"969",969,1904233,"2019-04-23",3,"Dienstag","Frueling",4,0,14.225,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"970",970,1904243,"2019-04-24",3,"Mittwoch","Frueling",4,2,17.65,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"971",971,1904253,"2019-04-25",3,"Donnerstag","Frueling",4,0,19.6125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"972",972,1904263,"2019-04-26",3,"Freitag","Frueling",4,7,14.975,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"973",973,1904273,"2019-04-27",3,"Samstag","Frueling",4,5,16.2125,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"974",974,1904283,"2019-04-28",3,"Sonntag","Frueling",4,7,9.85,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"975",975,1904293,"2019-04-29",3,"Montag","Frueling",4,3,13.6125,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"976",976,1904303,"2019-04-30",3,"Dienstag","Frueling",4,6,17.65,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"977",977,1905023,"2019-05-02",3,"Donnerstag","Frueling",5,7,8.95,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"978",978,1905033,"2019-05-03",3,"Freitag","Frueling",5,6,8.7625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"979",979,1905043,"2019-05-04",3,"Samstag","Frueling",5,5,7.3,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"980",980,1905053,"2019-05-05",3,"Sonntag","Frueling",5,5,10.6875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"981",981,1905063,"2019-05-06",3,"Montag","Frueling",5,3,9.1625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"982",982,1905073,"2019-05-07",3,"Dienstag","Frueling",5,3,9.6625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"983",983,1905083,"2019-05-08",3,"Mittwoch","Frueling",5,6,12.8125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"984",984,1905093,"2019-05-09",3,"Donnerstag","Frueling",5,6,15,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"985",985,1905103,"2019-05-10",3,"Freitag","Frueling",5,7,10.4625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"986",986,1905113,"2019-05-11",3,"Samstag","Frueling",5,1,11.525,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"987",987,1905123,"2019-05-12",3,"Sonntag","Frueling",5,1,13.0125,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"988",988,1905133,"2019-05-13",3,"Montag","Frueling",5,1,12.7125,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"989",989,1905143,"2019-05-14",3,"Dienstag","Frueling",5,7,12.3375,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"990",990,1905153,"2019-05-15",3,"Mittwoch","Frueling",5,2,13.9,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"991",991,1905163,"2019-05-16",3,"Donnerstag","Frueling",5,7,12.475,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"992",992,1905173,"2019-05-17",3,"Freitag","Frueling",5,7,11.95,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"993",993,1905183,"2019-05-18",3,"Samstag","Frueling",5,3,16.4875,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"994",994,1905193,"2019-05-19",3,"Sonntag","Frueling",5,4,14.2375,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"995",995,1905203,"2019-05-20",3,"Montag","Frueling",5,3,16.8125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"996",996,1905213,"2019-05-21",3,"Dienstag","Frueling",5,7,16.425,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"997",997,1905223,"2019-05-22",3,"Mittwoch","Frueling",5,6,12.1,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"998",998,1905233,"2019-05-23",3,"Donnerstag","Frueling",5,5,18.2375,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"999",999,1905243,"2019-05-24",3,"Freitag","Frueling",5,2,18.4125,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"1000",1000,1905253,"2019-05-25",3,"Samstag","Frueling",5,7,13.5375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1001",1001,1905263,"2019-05-26",3,"Sonntag","Frueling",5,7,13.625,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1002",1002,1905273,"2019-05-27",3,"Montag","Frueling",5,6,15.2625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1003",1003,1905283,"2019-05-28",3,"Dienstag","Frueling",5,6,13.1625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1004",1004,1905293,"2019-05-29",3,"Mittwoch","Frueling",5,3,13.3625,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"1005",1005,1905303,"2019-05-30",3,"Donnerstag","Frueling",5,7,14.0125,"Brise","RegenGewitter",FALSE,TRUE,FALSE,"moderat"
"1006",1006,1905313,"2019-05-31",3,"Freitag","Frueling",5,7,18.85,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1007",1007,1906013,"2019-06-01",3,"Samstag","Sommer",6,6,19.5625,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"1008",1008,1906023,"2019-06-02",3,"Sonntag","Sommer",6,2,24.35,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"sommerlich"
"1009",1009,1906033,"2019-06-03",3,"Montag","Sommer",6,6,22.225,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"sommerlich"
"1010",1010,1906043,"2019-06-04",3,"Dienstag","Sommer",6,7,16.0625,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1011",1011,1906053,"2019-06-05",3,"Mittwoch","Sommer",6,5,22.9125,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"sommerlich"
"1012",1012,1906063,"2019-06-06",3,"Donnerstag","Sommer",6,6,19.5,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1013",1013,1906073,"2019-06-07",3,"Freitag","Sommer",6,1,17.45,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1014",1014,1906083,"2019-06-08",3,"Samstag","Sommer",6,7,16.2375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1015",1015,1906093,"2019-06-09",3,"Sonntag","Sommer",6,5,18.65,"Brise","RegenGewitter",FALSE,TRUE,FALSE,"moderat"
"1016",1016,1906103,"2019-06-10",3,"Montag","Sommer",6,7,16.125,"Wind","RegenGewitter",FALSE,TRUE,FALSE,"moderat"
"1017",1017,1906113,"2019-06-11",3,"Dienstag","Sommer",6,6,18.1375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1018",1018,1906123,"2019-06-12",3,"Mittwoch","Sommer",6,7,16.6625,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1019",1019,1906133,"2019-06-13",3,"Donnerstag","Sommer",6,0,22.175,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"sommerlich"
"1020",1020,1906143,"2019-06-14",3,"Freitag","Sommer",6,5,22.9,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"sommerlich"
"1021",1021,1906153,"2019-06-15",3,"Samstag","Sommer",6,7,18.2125,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1022",1022,1906163,"2019-06-16",3,"Sonntag","Sommer",6,6,20.3875,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"1023",1023,1906173,"2019-06-17",3,"Montag","Sommer",6,3,21.875,"Brise","Trocken",FALSE,FALSE,FALSE,"sommerlich"
"1024",1024,1906183,"2019-06-18",3,"Dienstag","Sommer",6,5,25.1125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"sommerlich"
"1025",1025,1906193,"2019-06-19",3,"Mittwoch","Sommer",6,3,25.95,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"sommerlich"
"1026",1026,1906203,"2019-06-20",3,"Donnerstag","Sommer",6,6,19.275,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1027",1027,1906213,"2019-06-21",3,"Freitag","Sommer",6,6,18.1625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1028",1028,1906223,"2019-06-22",3,"Samstag","Sommer",6,6,17.025,"Brise","Trocken",TRUE,FALSE,FALSE,"moderat"
"1029",1029,1906233,"2019-06-23",3,"Sonntag","Sommer",6,1,20.375,"Wind","Trocken",TRUE,FALSE,FALSE,"moderat"
"1030",1030,1906243,"2019-06-24",3,"Montag","Sommer",6,6,21.875,"Wind","Trocken",TRUE,FALSE,FALSE,"sommerlich"
"1031",1031,1906253,"2019-06-25",3,"Dienstag","Sommer",6,3,28.775,"Brise","RegenGewitter",TRUE,FALSE,FALSE,"sommerlich"
"1032",1032,1906263,"2019-06-26",3,"Mittwoch","Sommer",6,0,26.0375,"Wind","Trocken",TRUE,FALSE,FALSE,"sommerlich"
"1033",1033,1906273,"2019-06-27",3,"Donnerstag","Sommer",6,6,17.175,"Wind","RegenGewitter",TRUE,FALSE,FALSE,"moderat"
"1034",1034,1906283,"2019-06-28",3,"Freitag","Sommer",6,1,20.225,"Brise","RegenGewitter",TRUE,FALSE,FALSE,"moderat"
"1035",1035,1906293,"2019-06-29",3,"Samstag","Sommer",6,0,24.0375,"Brise","Trocken",TRUE,FALSE,FALSE,"sommerlich"
"1036",1036,1906303,"2019-06-30",3,"Sonntag","Sommer",6,0,27.3375,"Wind","Trocken",TRUE,FALSE,FALSE,"sommerlich"
"1037",1037,1907013,"2019-07-01",3,"Montag","Sommer",7,5,20.25,"Wind","Trocken",FALSE,FALSE,TRUE,"moderat"
"1038",1038,1907023,"2019-07-02",3,"Dienstag","Sommer",7,6,15.1875,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1039",1039,1907033,"2019-07-03",3,"Mittwoch","Sommer",7,5,16.5,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1040",1040,1907043,"2019-07-04",3,"Donnerstag","Sommer",7,7,15.9625,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1041",1041,1907053,"2019-07-05",3,"Freitag","Sommer",7,7,15.7375,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1042",1042,1907063,"2019-07-06",3,"Samstag","Sommer",7,7,15.9125,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1043",1043,1907073,"2019-07-07",3,"Sonntag","Sommer",7,7,14.4625,"Wind","Trocken",FALSE,FALSE,TRUE,"moderat"
"1044",1044,1907083,"2019-07-08",3,"Montag","Sommer",7,7,16.0125,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1045",1045,1907093,"2019-07-09",3,"Dienstag","Sommer",7,7,16.625,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1046",1046,1907113,"2019-07-11",3,"Donnerstag","Sommer",7,7,17.6125,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1047",1047,1907123,"2019-07-12",3,"Freitag","Sommer",7,7,18.475,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1048",1048,1907133,"2019-07-13",3,"Samstag","Sommer",7,7,19.9,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1049",1049,1907143,"2019-07-14",3,"Sonntag","Sommer",7,8,15.3625,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1050",1050,1907153,"2019-07-15",3,"Montag","Sommer",7,7,15.5875,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1051",1051,1907163,"2019-07-16",3,"Dienstag","Sommer",7,5,19.1125,"Wind","Trocken",FALSE,FALSE,TRUE,"moderat"
"1052",1052,1907173,"2019-07-17",3,"Mittwoch","Sommer",7,4,17.5375,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"1053",1053,1907183,"2019-07-18",3,"Donnerstag","Sommer",7,6,21.25,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1054",1054,1907193,"2019-07-19",3,"Freitag","Sommer",7,6,21.0875,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1055",1055,1907203,"2019-07-20",3,"Samstag","Sommer",7,7,24.35,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1056",1056,1907213,"2019-07-21",3,"Sonntag","Sommer",7,8,18.9,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1057",1057,1907223,"2019-07-22",3,"Montag","Sommer",7,7,16.6375,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1058",1058,1907233,"2019-07-23",3,"Dienstag","Sommer",7,0,26.1,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1059",1059,1907243,"2019-07-24",3,"Mittwoch","Sommer",7,0,27.6875,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1060",1060,1907253,"2019-07-25",3,"Donnerstag","Sommer",7,6,29.725,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1061",1061,1907263,"2019-07-26",3,"Freitag","Sommer",7,0,26.925,"Wind","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1062",1062,1907273,"2019-07-27",3,"Samstag","Sommer",7,4,23.5375,"Sturm","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1063",1063,1907283,"2019-07-28",3,"Sonntag","Sommer",7,3,23.35,"Wind","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1064",1064,1907293,"2019-07-29",3,"Montag","Sommer",7,6,25.25,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1065",1065,1907303,"2019-07-30",3,"Dienstag","Sommer",7,7,20.7375,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1066",1066,1808014,"2018-08-01",4,"Mittwoch","Sommer",8,0,23.7625,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1067",1067,1808024,"2018-08-02",4,"Donnerstag","Sommer",8,0,26.1875,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1068",1068,1808034,"2018-08-03",4,"Freitag","Sommer",8,1,27.6625,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1069",1069,1808044,"2018-08-04",4,"Samstag","Sommer",8,4,25.1375,"Wind","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1070",1070,1808054,"2018-08-05",4,"Sonntag","Sommer",8,7,21.3,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1071",1071,1808064,"2018-08-06",4,"Montag","Sommer",8,0,23.1,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1072",1072,1808074,"2018-08-07",4,"Dienstag","Sommer",8,0,32.671428,"Brise","Trocken",FALSE,FALSE,TRUE,"heiß"
"1073",1073,1808084,"2018-08-08",4,"Mittwoch","Sommer",8,4,28.15,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1074",1074,1808094,"2018-08-09",4,"Donnerstag","Sommer",8,5,24.575,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1075",1075,1808104,"2018-08-10",4,"Freitag","Sommer",8,5,17.325,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1076",1076,1808114,"2018-08-11",4,"Samstag","Sommer",8,6,15.5,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1077",1077,1808124,"2018-08-12",4,"Sonntag","Sommer",8,7,18.375,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1078",1078,1808134,"2018-08-13",4,"Montag","Sommer",8,7,21.9125,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1079",1079,1808144,"2018-08-14",4,"Dienstag","Sommer",8,5,21.8,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1080",1080,1808154,"2018-08-15",4,"Mittwoch","Sommer",8,6,21.9875,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1081",1081,1808164,"2018-08-16",4,"Donnerstag","Sommer",8,3,25.075,"Brise","Trocken",FALSE,FALSE,TRUE,"sommerlich"
"1082",1082,1808174,"2018-08-17",4,"Freitag","Sommer",8,7,19.55,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1083",1083,1808184,"2018-08-18",4,"Samstag","Sommer",8,4,21.75,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"sommerlich"
"1084",1084,1808194,"2018-08-19",4,"Sonntag","Sommer",8,7,21.3875,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"sommerlich"
"1085",1085,1808204,"2018-08-20",4,"Montag","Sommer",8,6,19.6,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1086",1086,1808214,"2018-08-21",4,"Dienstag","Sommer",8,4,19.7875,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"1087",1087,1808224,"2018-08-22",4,"Mittwoch","Sommer",8,0,26.6375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"sommerlich"
"1088",1088,1808234,"2018-08-23",4,"Donnerstag","Sommer",8,5,22.575,"Wind","Trocken",FALSE,FALSE,FALSE,"sommerlich"
"1089",1089,1808244,"2018-08-24",4,"Freitag","Sommer",8,5,17.1,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1090",1090,1808254,"2018-08-25",4,"Samstag","Sommer",8,7,12.9,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1091",1091,1808264,"2018-08-26",4,"Sonntag","Sommer",8,3,16.9875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1092",1092,1808274,"2018-08-27",4,"Montag","Sommer",8,6,16.5375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1093",1093,1808284,"2018-08-28",4,"Dienstag","Sommer",8,6,18.6125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1094",1094,1808294,"2018-08-29",4,"Mittwoch","Sommer",8,0,22.7,"Wind","Trocken",FALSE,FALSE,FALSE,"sommerlich"
"1095",1095,1808304,"2018-08-30",4,"Donnerstag","Sommer",8,7,15.4625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1096",1096,1808314,"2018-08-31",4,"Freitag","Sommer",8,4,18.725,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"1097",1097,1809014,"2018-09-01",4,"Samstag","Herbst",9,2,18.1125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1098",1098,1809024,"2018-09-02",4,"Sonntag","Herbst",9,1,18.95,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"1099",1099,1809034,"2018-09-03",4,"Montag","Herbst",9,2,21.0125,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"sommerlich"
"1100",1100,1809044,"2018-09-04",4,"Dienstag","Herbst",9,1,20.525,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"1101",1101,1809054,"2018-09-05",4,"Mittwoch","Herbst",9,2,20.2875,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"1102",1102,1809064,"2018-09-06",4,"Donnerstag","Herbst",9,0,21.275,"Wind","Trocken",FALSE,FALSE,FALSE,"sommerlich"
"1103",1103,1809074,"2018-09-07",4,"Freitag","Herbst",9,7,17.475,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1104",1104,1809084,"2018-09-08",4,"Samstag","Herbst",9,7,6.75,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1105",1105,1809094,"2018-09-09",4,"Sonntag","Herbst",9,1,27.6625,"Brise","Trocken",FALSE,FALSE,FALSE,"sommerlich"
"1106",1106,1809104,"2018-09-10",4,"Montag","Herbst",9,5,19.2375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1107",1107,1809114,"2018-09-11",4,"Dienstag","Herbst",9,7,16.55,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1108",1108,1809124,"2018-09-12",4,"Mittwoch","Herbst",9,7,14.3,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1109",1109,1809134,"2018-09-13",4,"Donnerstag","Herbst",9,4,17.3375,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"1110",1110,1809144,"2018-09-14",4,"Freitag","Herbst",9,3,17.1125,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1111",1111,1809154,"2018-09-15",4,"Samstag","Herbst",9,5,11.725,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"1112",1112,1809164,"2018-09-16",4,"Sonntag","Herbst",9,7,18.85,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1113",1113,1809174,"2018-09-17",4,"Montag","Herbst",9,8,8.375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1114",1114,1809184,"2018-09-18",4,"Dienstag","Herbst",9,7,7.3875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"kalt"
"1115",1115,1809194,"2018-09-19",4,"Mittwoch","Herbst",9,8,3.025,"Brise","Trocken",FALSE,FALSE,FALSE,"kalt"
"1116",1116,1809204,"2018-09-20",4,"Donnerstag","Herbst",9,7,16.6375,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1117",1117,1809214,"2018-09-21",4,"Freitag","Herbst",9,6,14.957142,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1118",1118,1809224,"2018-09-22",4,"Samstag","Herbst",9,4,13.025,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1119",1119,1809234,"2018-09-23",4,"Sonntag","Herbst",9,6,11.65,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1120",1120,1809244,"2018-09-24",4,"Montag","Herbst",9,2,11.2875,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1121",1121,1809254,"2018-09-25",4,"Dienstag","Herbst",9,3,12.7625,"Brise","Trocken",FALSE,FALSE,FALSE,"moderat"
"1122",1122,1809264,"2018-09-26",4,"Mittwoch","Herbst",9,7,14.2375,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1123",1123,1809274,"2018-09-27",4,"Donnerstag","Herbst",9,7,17.6,"Wind","Trocken",FALSE,FALSE,FALSE,"moderat"
"1124",1124,1809284,"2018-09-28",4,"Freitag","Herbst",9,1,12.8625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1125",1125,1809294,"2018-09-29",4,"Samstag","Herbst",9,6,13.1,"Brise","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1126",1126,1809304,"2018-09-30",4,"Sonntag","Herbst",9,5,13.9625,"Wind","RegenGewitter",FALSE,FALSE,FALSE,"moderat"
"1127",1127,1810014,"2018-10-01",4,"Montag","Herbst",10,5,11.1625,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1128",1128,1810024,"2018-10-02",4,"Dienstag","Herbst",10,6,10,"Wind","RegenGewitter",FALSE,FALSE,TRUE,"kalt"
"1129",1129,1810034,"2018-10-03",4,"Mittwoch","Herbst",10,4,12.2875,"Wind","RegenGewitter",FALSE,TRUE,TRUE,"moderat"
"1130",1130,1810044,"2018-10-04",4,"Donnerstag","Herbst",10,7,14.2625,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
"1131",1131,1810054,"2018-10-05",4,"Freitag","Herbst",10,0,18.1125,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"1132",1132,1810064,"2018-10-06",4,"Samstag","Herbst",10,1,14.3375,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"1133",1133,1810074,"2018-10-07",4,"Sonntag","Herbst",10,1,11.4,"Brise","Trocken",FALSE,FALSE,TRUE,"moderat"
"1134",1134,1810084,"2018-10-08",4,"Montag","Herbst",10,5,13.0625,"Brise","RegenGewitter",FALSE,FALSE,TRUE,"moderat"
